elevation, aspect, slope, horizontal_distance_to_hydrology,vertical_distance_to_hydrology, Horizontal_Distance_To_Roadways, Hillshade_Noon, Hillshade_3pm, Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2631,39,13,0,0,1731,212,124,1452,1,29,2
2800,325,12,153,27,1988,227,176,2470,1,12,2
3138,92,24,277,72,1742,195,60,2676,1,29,2
3086,261,12,120,21,5568,246,195,2384,1,23,2
3002,284,16,234,24,5847,239,204,1907,1,22,2
3138,50,4,240,18,2897,231,146,860,1,23,2
2969,140,8,309,20,4334,238,138,4622,1,12,2
3211,256,4,258,-12,6124,242,170,1325,1,19,2
2741,351,7,335,66,1907,227,159,1956,1,12,2
2603,108,9,108,22,446,230,125,1355,1,12,2
2831,126,13,216,7,3554,231,116,6340,1,12,2
2912,84,13,532,221,541,217,107,1652,1,29,2
2906,271,27,42,13,5630,236,231,1022,1,29,2
2701,131,13,418,15,1136,232,119,1999,1,12,2
3047,114,9,534,184,6444,231,125,3861,1,29,2
2578,73,17,180,-18,907,206,94,752,1,9,2
3084,97,6,60,1,899,232,137,1892,1,23,2
2991,177,14,212,26,5000,247,150,5887,1,30,2
2962,54,6,390,49,4508,226,137,4119,1,29,2
2897,31,14,150,25,3543,209,126,2960,1,23,2
2616,75,17,324,6,713,206,93,854,1,9,2
2751,84,9,488,35,1719,225,123,2021,1,12,2
3173,81,11,577,45,4472,219,114,2154,1,29,2
3024,40,11,649,59,5480,216,129,5559,1,12,2
2923,87,8,309,58,2854,227,127,2089,1,29,2
2906,58,15,175,26,5173,207,106,4149,1,29,2
2952,109,18,242,55,3951,217,91,5215,1,30,2
2585,31,17,127,42,700,202,119,990,1,9,2
2990,346,9,67,10,4500,226,161,124,1,20,2
2977,340,15,306,74,4115,217,168,2401,1,30,2
3008,205,10,661,112,5995,249,169,6323,1,29,2
3286,83,6,390,97,5419,230,135,1150,1,29,2
2644,147,10,30,1,1426,239,137,6403,1,29,2
2851,358,9,443,46,2131,224,155,2774,1,29,2
3219,166,15,150,31,1061,244,140,2694,1,22,2
3037,346,15,582,46,4054,216,163,2366,1,29,2
3067,239,11,134,8,5610,249,186,2115,1,22,2
2916,346,11,268,63,2876,223,162,2421,1,29,2
2926,80,9,319,56,4374,223,122,5673,1,12,2
2742,91,12,170,27,2585,221,111,2145,1,12,2
3077,47,9,60,6,3763,221,132,1716,1,29,2
2744,314,14,134,42,1460,228,186,2312,1,29,2
2976,61,7,134,16,1354,225,133,1969,1,22,2
3093,47,16,242,47,4891,202,108,636,1,29,2
3092,101,17,240,47,4872,216,94,999,1,29,2
2734,153,15,60,5,2084,240,130,1291,1,12,2
2715,53,5,234,34,2322,229,142,4943,1,12,2
2519,111,6,134,16,268,234,137,2980,1,29,2
3030,76,4,30,2,1065,232,143,2175,1,23,2
2801,321,25,192,68,3505,206,194,1338,1,29,2
2903,139,5,516,37,2928,238,144,2101,1,29,2
2678,88,13,361,66,858,219,109,1237,1,12,2
2532,140,11,30,3,366,237,130,5770,1,29,2
2643,59,18,234,70,1080,198,93,3492,1,29,2
2982,111,7,408,63,4913,232,131,5465,1,12,2
2932,79,15,339,6,3650,211,98,5974,1,29,2
2621,72,15,192,-13,360,209,101,1237,1,29,2
3170,88,11,484,34,4563,221,114,2112,1,29,2
2827,158,9,108,0,840,242,144,60,1,29,2
3113,86,12,170,20,7039,219,110,2469,1,29,2
2920,310,8,470,22,3233,235,175,3742,1,30,2
3004,167,13,518,78,5627,244,144,3271,1,29,2
2775,306,8,30,11,1742,235,178,2868,1,23,2
2790,151,13,30,6,2251,240,131,1423,1,30,2
2727,57,7,417,-23,1443,226,136,1353,1,29,2
2796,129,7,366,18,2188,236,137,1860,1,12,2
3113,221,13,531,59,6071,252,183,1920,1,29,2
2880,63,15,361,78,4526,209,106,5137,1,12,2
3033,120,10,616,-29,1194,232,124,1249,1,29,2
3263,180,11,256,30,2065,247,154,1282,1,29,2
2955,96,7,366,-35,3840,229,129,5743,1,20,2
2897,150,18,42,13,3537,236,118,1926,1,12,2
2824,178,19,30,7,4014,247,147,1289,1,30,2
2983,86,7,524,47,4186,228,130,4767,1,12,2
3195,104,6,42,-3,1681,233,136,1571,1,29,2
2651,134,14,30,-11,1712,232,117,1034,1,12,2
2570,119,6,218,20,457,235,137,1320,1,9,2
2909,318,24,192,59,5811,211,196,4708,1,24,2
3172,84,7,573,64,5341,228,131,1116,1,29,2
2890,92,16,67,17,4250,214,95,6185,1,29,2
2949,306,2,30,0,4118,238,162,2335,1,19,2
2526,119,12,30,-2,384,229,116,5759,1,29,2
2728,116,12,228,103,1604,228,115,2469,1,12,2
2818,86,11,390,45,2427,221,115,2790,1,30,2
2767,15,10,361,32,1482,219,144,2382,1,29,2
2952,45,7,283,33,3786,224,137,5454,1,29,2
2904,56,2,190,22,3926,235,151,3780,1,29,2
2967,313,9,450,89,1172,233,178,1939,1,12,2
3141,28,6,162,-1,5311,228,146,2307,1,23,2
2723,330,4,258,19,2393,235,163,4986,1,12,2
2703,25,13,30,3,228,212,133,2596,1,24,2
2632,347,18,175,52,1230,208,162,967,1,29,2
2912,146,20,283,71,3006,234,111,3231,1,30,2
2860,259,1,228,33,870,239,161,408,1,30,2
3195,213,19,467,107,2140,254,184,895,1,29,2
2843,174,18,170,25,3754,246,144,3320,1,12,2
2618,73,19,384,87,904,199,83,402,1,30,2
2896,45,3,342,39,4032,232,149,6434,1,20,2
2797,23,9,430,-3,1790,221,142,2661,1,12,2
3067,310,14,60,18,4692,230,189,2236,1,23,2
3033,90,22,631,228,633,199,69,1627,1,30,2
3033,65,20,212,18,4542,195,83,876,1,29,2
2636,334,28,124,54,895,191,178,2300,1,29,2
2497,83,6,446,19,847,230,137,3845,1,18,2
2980,113,8,234,39,1873,232,129,969,1,30,2
2648,41,10,240,1,1284,218,131,5518,1,29,2
2954,124,3,180,-3,2143,237,146,1842,1,29,2
3142,119,26,180,23,1834,208,66,2597,1,29,2
3031,10,8,684,112,5284,224,149,5742,1,12,2
2959,290,15,182,63,6000,237,199,5001,1,30,2
2945,316,32,218,101,5636,195,205,4793,1,24,2
2989,181,12,192,32,3901,247,155,2650,1,29,2
2749,305,4,30,-1,1924,237,167,849,1,12,2
2879,146,12,85,10,3207,238,130,2548,1,12,2
2912,196,20,95,31,5200,252,168,1082,1,30,2
3011,243,27,285,98,5249,249,221,1422,1,29,2
3117,21,13,277,48,4332,212,135,2187,1,29,2
3219,54,15,404,103,5029,207,109,2848,1,30,2
2909,73,11,430,32,4248,218,115,6362,1,12,2
2762,221,4,127,16,2748,244,166,1969,1,12,2
2795,47,10,451,95,2260,219,129,2389,1,29,2
2860,109,9,335,23,3744,230,124,6097,1,12,2
3146,74,10,313,38,5444,220,119,1048,1,29,2
2947,345,22,190,64,5316,200,163,1110,1,29,2
2574,137,8,30,0,860,237,135,2160,1,16,2
3105,257,16,190,39,5608,248,205,2457,1,22,2
2936,128,8,258,26,3915,235,132,1613,1,12,2
2887,63,19,0,0,4422,198,90,1332,1,23,2
2666,310,4,408,54,977,237,166,1101,1,12,2
2690,73,6,564,78,892,228,134,1480,1,12,2
3021,278,14,782,43,5702,242,199,6172,1,29,2
2698,74,10,67,5,1358,220,119,1958,1,29,2
2675,274,13,95,22,987,243,198,1642,1,30,2
3246,316,17,242,56,5210,223,190,1600,1,29,2
2900,16,11,170,30,4144,217,142,6208,1,29,2
2577,107,6,212,31,781,233,137,5340,1,18,2
2941,95,21,607,-84,706,203,72,1572,1,30,2
3000,95,13,256,-10,973,220,106,865,1,29,2
2888,135,12,242,25,2054,235,125,2470,1,29,2
2968,40,4,540,65,2952,231,148,1657,1,12,2
3086,90,20,255,49,4175,205,80,2700,1,30,2
2727,71,9,324,-11,983,222,124,2415,1,29,2
2729,21,13,162,21,2106,212,135,3931,1,12,2
2909,79,14,42,6,4438,215,106,3824,1,29,2
2774,47,12,592,11,1584,213,121,990,1,23,2
2922,131,13,162,0,4525,232,119,1765,1,30,2
2776,40,14,242,3,1894,208,119,2366,1,12,2
2891,16,7,283,-4,3278,226,148,3893,1,23,2
2730,93,8,309,37,1443,228,127,1770,1,29,2
2906,115,15,170,46,4866,224,104,4613,1,24,2
2711,86,13,60,4,2446,217,107,2006,1,12,2
2838,58,9,408,40,1879,222,129,1388,1,12,2
3106,62,7,323,61,4789,226,134,841,1,29,2
2694,344,10,309,4,797,225,163,1061,1,12,2
2997,297,12,170,37,2300,236,190,531,1,29,2
2955,292,8,499,35,5319,239,180,1974,1,29,2
2988,90,12,153,33,3294,220,110,6287,1,29,2
3112,29,6,0,0,3872,226,144,1624,1,23,2
3143,82,18,108,22,1518,205,86,1410,1,29,2
3056,336,17,666,219,684,215,173,1390,1,30,2
3031,241,11,636,27,5868,249,187,4322,1,29,2
2975,243,11,518,77,5723,249,187,5690,1,29,2
3192,65,20,335,77,5147,195,84,2721,1,30,2
2820,358,16,242,44,2165,209,152,2444,1,29,2
3146,208,14,258,-1,1026,252,175,1430,1,29,2
2702,40,8,42,6,1324,223,137,2202,1,12,2
3010,39,17,150,1,3572,199,111,2106,1,29,2
2967,28,4,0,0,4578,232,150,1892,1,19,2
2907,320,16,150,40,3059,224,185,2205,1,29,2
2753,167,6,67,9,1758,242,151,2202,1,12,2
2975,186,9,384,13,6129,247,159,3189,1,29,2
2821,79,19,190,26,3302,202,83,6557,1,30,2
2634,84,5,0,0,1812,231,139,5117,1,16,2
2936,297,27,242,92,5716,220,220,4770,1,24,2
3268,89,16,285,102,1538,212,95,1495,1,29,2
2870,61,16,371,73,2624,206,103,3161,1,12,2
2929,197,5,277,50,3717,244,161,5273,1,29,2
3220,176,13,240,41,966,247,150,2574,1,22,2
3019,13,5,108,12,1060,229,151,2436,1,29,2
2575,46,14,150,45,1418,209,116,4698,1,18,2
2760,63,34,192,72,210,150,28,1567,1,30,2
3001,25,9,532,36,5276,221,141,5504,1,12,2
3127,65,18,242,59,1006,201,92,2223,1,29,2
2979,108,9,0,0,3684,230,125,5150,1,29,2
2959,318,27,323,109,5917,204,200,4777,1,24,2
2936,50,11,492,135,4593,216,124,5192,1,12,2
2972,188,7,285,35,3946,245,159,2253,1,12,2
2995,252,10,618,99,5996,247,187,6423,1,29,2
2922,93,18,201,32,4364,211,89,6320,1,12,2
2932,15,7,255,16,4561,226,149,5692,1,29,2
2610,148,18,150,42,626,235,116,1902,1,30,2
2817,75,31,240,-112,342,166,34,2051,1,30,2
3011,153,11,180,-2,5352,241,138,1860,1,29,2
2565,152,10,30,-3,671,240,137,2021,1,30,2
2968,140,12,108,16,4582,236,127,5544,1,30,2
3093,24,10,834,256,842,218,140,1364,1,30,2
2792,73,31,90,-65,300,163,33,2164,1,30,2
2929,121,14,30,7,4478,228,112,5417,1,29,2
2896,87,25,162,62,5594,191,58,4509,1,29,2
2726,165,13,150,24,1804,244,142,1036,1,29,2
2566,96,11,457,40,927,224,115,3747,1,29,2
2985,252,9,573,69,5622,247,186,3720,1,29,2
2796,108,17,67,15,2047,218,95,3000,1,30,2
2915,90,12,335,-12,780,220,110,2353,1,23,2
3046,104,4,481,79,4372,234,143,1707,1,29,2
2922,315,1,95,16,4582,237,160,6067,1,12,2
2863,90,7,484,26,3778,229,132,5981,1,12,2
2818,344,8,0,0,4522,227,163,4813,1,16,2
2732,66,5,30,3,2126,230,141,1320,1,20,2
2956,351,6,360,76,3248,229,159,2200,1,29,2
3038,43,8,182,15,3219,222,136,1606,1,29,2
2725,83,10,301,36,2071,222,119,5837,1,12,2
2939,15,7,90,13,4859,226,149,6275,1,20,2
2751,50,19,150,30,2520,196,97,4269,1,12,2
2539,86,4,150,16,726,233,144,5315,1,18,2
2987,117,14,277,18,4607,226,109,3483,1,29,2
3207,288,5,339,19,6049,239,173,1833,1,22,2
3249,359,11,459,101,902,220,154,2061,1,29,2
3037,337,4,0,0,6550,234,161,3037,1,20,2
2985,64,7,335,20,4889,226,133,5490,1,12,2
3011,270,8,825,116,5815,243,183,6132,1,29,2
2967,86,11,85,14,1461,222,117,2075,1,30,2
2896,172,7,576,63,3615,244,152,3124,1,12,2
2766,43,8,474,-6,1864,222,135,2165,1,12,2
2573,71,11,90,19,874,219,118,760,1,30,2
3037,227,11,684,137,5828,250,182,4077,1,29,2
3025,74,4,60,2,994,231,142,2234,1,23,2
2710,297,1,210,37,2077,238,160,4435,1,12,2
2947,29,7,339,11,3987,224,142,4745,1,12,2
3064,200,5,644,60,5981,244,162,4142,1,29,2
2895,154,7,240,-8,3644,241,145,1633,1,12,2
3052,335,4,297,32,4562,234,162,1114,1,29,2
3120,45,6,85,4,5370,227,141,2954,1,19,2
2522,110,8,256,41,1150,231,129,4747,1,18,2
3154,2,7,30,2,5510,227,154,2070,1,23,2
2652,68,8,242,40,684,223,127,1299,1,12,2
2781,138,7,210,-4,2001,238,140,1033,1,12,2
2615,97,15,324,71,1001,217,99,1455,1,30,2
2628,343,17,418,-18,1084,211,166,1595,1,30,2
2773,23,6,0,0,3154,227,147,4952,1,20,2
3207,277,4,255,17,5996,240,169,1738,1,22,2
2969,299,10,467,84,1233,237,184,1902,1,12,2
3034,345,5,258,14,4374,232,160,1173,1,29,2
3092,49,10,0,0,1747,218,127,2382,1,20,2
2890,311,27,192,79,4734,209,207,361,1,29,2
3162,285,11,454,-51,3247,240,192,1040,1,29,2
3074,134,14,108,11,4993,233,118,2030,1,29,2
2892,175,3,256,43,3005,240,156,2420,1,12,2
3024,22,4,400,40,4123,230,150,1627,1,29,2
2927,90,8,351,31,3504,228,129,4506,1,12,2
3004,82,22,270,80,4468,194,69,2151,1,29,2
2599,150,15,150,29,787,238,125,2221,1,12,2
2934,333,7,457,41,3342,232,166,1830,1,23,2
2957,135,8,108,24,1176,237,136,2256,1,23,2
2673,147,8,525,73,1019,239,140,2678,1,12,2
2770,43,18,42,-2,1871,199,107,2825,1,29,2
2629,71,11,60,3,1082,218,115,769,1,30,2
2771,40,7,85,4,2249,224,139,1172,1,23,2
2642,187,34,90,27,1304,241,145,2363,1,30,2
3232,304,16,60,20,4774,230,196,1249,1,29,2
2993,149,10,228,41,4295,240,137,2110,1,29,2
2722,144,17,127,25,2006,235,116,2812,1,30,2
2772,119,23,212,86,3305,213,76,6001,1,30,2
3164,330,4,0,0,5552,235,163,1951,1,23,2
3166,78,12,451,120,404,217,111,1518,1,22,2
3019,90,3,67,0,4142,234,146,1131,1,29,2
2959,235,16,488,56,5749,252,197,3571,1,29,2
2757,325,16,85,14,1640,220,181,2594,1,29,2
3024,10,12,376,3,3711,216,145,2638,1,23,2
2997,30,9,242,46,4034,220,137,1050,1,29,2
2972,327,5,450,75,4130,234,165,5454,1,12,2
2874,120,13,297,35,3558,229,115,1597,1,12,2
2903,35,18,382,98,4573,198,113,5123,1,12,2
2998,81,12,30,8,904,218,110,2704,1,29,2
3016,328,11,485,40,5408,228,173,1326,1,29,2
2916,162,2,210,-2,4140,239,154,4934,1,20,2
3106,167,6,300,-2,6549,242,151,2718,1,29,2
2942,232,8,170,29,5181,248,178,4014,1,29,2
2860,180,12,190,23,4565,247,154,4742,1,30,2
2951,344,6,30,-1,706,230,161,2470,1,29,2
2590,345,5,134,22,1328,232,160,4924,1,12,2
3042,82,2,134,16,4604,236,151,339,1,30,2
2742,354,11,0,0,1539,221,157,2675,1,23,2
2723,122,12,569,123,1359,231,119,2681,1,12,2
2893,86,32,192,-6,5457,171,28,4347,1,29,2
3010,24,17,424,59,4558,202,125,853,1,29,2
2778,339,14,170,36,2732,219,169,2646,1,29,2
2964,2,11,134,23,3861,218,151,1224,1,29,2
3128,325,15,638,82,5292,222,180,875,1,29,2
2929,2,6,90,3,1711,228,154,1655,1,29,2
2802,48,7,430,1,1797,225,137,2605,1,12,2
2891,56,10,272,-36,569,218,124,1959,1,29,2
3078,298,9,510,38,5135,237,182,641,1,29,2
2654,33,13,228,7,1170,211,127,108,1,23,2
2852,350,4,42,-4,3049,233,158,4067,1,23,2
2740,96,30,234,-14,1651,181,35,1354,1,29,2
2684,351,16,120,34,1003,212,158,1956,1,29,2
3064,293,2,30,0,1559,238,162,1829,1,29,2
2978,326,24,277,92,6132,205,188,4753,1,24,2
3071,72,9,541,65,1538,223,125,2408,1,29,2
2754,247,2,150,15,1425,240,162,2379,1,29,2
2819,14,12,430,79,2469,214,141,2556,1,29,2
2936,149,3,573,60,3398,239,151,3784,1,12,2
2673,74,17,120,39,1530,205,92,295,1,29,2
2919,315,5,228,52,4073,235,169,5850,1,29,2
2718,298,10,192,42,1200,236,186,1956,1,30,2
2930,344,17,30,8,3891,212,165,2563,1,29,2
3205,209,21,509,-27,2083,254,182,984,1,29,2
3019,123,28,513,242,918,205,59,940,1,30,2
2871,160,10,421,22,2833,242,142,2644,1,12,2
2810,87,4,42,-1,2397,233,142,2519,1,12,2
2898,99,12,212,43,1543,222,110,1489,1,29,2
2629,107,6,240,7,592,233,137,1533,1,20,2
3117,31,11,162,8,4001,216,133,1798,1,29,2
2919,103,9,234,40,3303,229,125,2387,1,12,2
2750,337,12,85,16,2522,223,169,6387,1,29,2
2548,112,11,162,35,1426,228,118,4629,1,18,2
3064,52,8,240,23,6665,223,132,2828,1,29,2
3018,302,15,509,38,4946,232,195,342,1,29,2
3164,92,8,258,71,5239,227,126,212,1,29,2
3001,139,15,516,2,5251,234,119,2982,1,30,2
2821,63,14,443,36,3211,211,109,6472,1,12,2
2607,1,19,127,36,450,202,146,1894,1,29,2
2511,86,4,242,35,426,233,144,3372,1,18,2
3103,9,22,648,36,3620,191,132,2839,1,29,2
2768,159,14,90,15,3113,242,134,2903,1,30,2
2936,183,13,319,36,5598,248,156,4625,1,30,2
3219,272,6,467,29,5903,242,178,1919,1,22,2
2786,156,3,162,19,2402,239,152,1865,1,12,2
2988,329,23,424,134,5142,206,184,534,1,29,2
2821,352,3,0,0,2631,233,158,2692,1,23,2
2894,174,7,180,18,3505,244,153,3598,1,30,2
2995,207,11,600,86,6142,250,171,5463,1,29,2
2741,79,37,124,44,1348,149,6,2259,1,12,2
2584,132,6,30,-5,1167,237,141,5212,1,18,2
2788,102,15,228,92,3401,220,102,5913,1,30,2
3027,59,12,301,58,5303,215,117,886,1,30,2
2583,150,8,95,13,793,240,142,1950,1,20,2
2994,126,6,391,57,4272,236,138,2018,1,12,2
3113,256,13,612,-35,6096,248,196,1557,1,29,2
2965,58,14,201,65,5669,209,109,3966,1,29,2
2948,113,9,408,35,3790,231,126,4315,1,12,2
2998,225,15,636,102,5963,253,188,6482,1,29,2
2609,87,14,0,0,162,215,102,1454,1,29,2
3047,90,8,309,43,5285,228,129,4273,1,29,2
2774,178,15,201,60,2486,248,150,2461,1,30,2
3188,85,8,95,-1,5360,227,128,2954,1,23,2
2952,304,10,404,144,4898,235,183,4981,1,29,2
2944,141,26,480,167,900,223,88,713,1,30,2
3012,53,20,451,184,480,194,93,860,1,29,2
2601,51,6,30,0,510,227,139,6012,1,29,2
3054,11,4,85,2,1181,232,153,1853,1,29,2
2811,82,12,510,33,3148,219,113,6486,1,12,2
2810,144,26,85,20,4495,225,91,4952,1,30,2
2801,122,12,277,49,2460,230,118,2574,1,12,2
2782,135,4,323,33,1786,238,147,2721,1,12,2
2908,252,1,339,13,4034,239,159,3698,1,23,2
2814,135,7,150,30,2971,237,139,2431,1,12,2
3074,274,28,466,163,5566,233,232,1092,1,29,2
2903,119,11,150,26,4403,230,120,5790,1,30,2
2741,66,20,67,2,1889,197,85,3450,1,12,2
2861,351,9,95,17,3013,226,159,2906,1,29,2
3215,270,26,600,114,6012,239,228,2614,1,30,2
3021,124,5,553,56,5432,236,140,5669,1,12,2
2676,351,10,295,102,716,223,159,2042,1,29,2
2905,50,26,268,75,408,173,71,1612,1,29,2
3013,90,27,408,-74,577,185,47,1608,1,29,2
2861,302,9,182,14,2501,236,181,2413,1,23,2
2737,83,12,277,9,1666,219,112,2434,1,12,2
2804,353,8,212,28,2105,227,158,2505,1,23,2
2989,30,8,335,56,1073,223,140,2206,1,29,2
3214,268,5,268,24,6064,242,175,1718,1,22,2
3037,12,15,339,19,4355,209,140,2951,1,29,2
2876,131,23,42,13,5455,221,86,870,1,30,2
3048,235,13,511,79,5519,251,190,1053,1,29,2
2745,71,10,0,0,1862,221,121,907,1,12,2
2931,101,7,255,51,3425,230,130,4652,1,12,2
2670,151,13,60,1,1598,240,131,5491,1,29,2
2655,58,9,210,3,725,221,128,1584,1,29,2
3003,24,9,492,-10,3207,220,141,5775,1,29,2
2628,104,24,360,-6,1080,202,64,1201,1,30,2
2877,192,11,295,87,4133,249,162,5251,1,12,2
2965,355,8,120,26,5856,226,157,4018,1,24,2
2923,91,20,480,127,1012,204,79,860,1,29,2
3073,133,11,162,23,3744,235,126,2821,1,29,2
3171,23,8,277,35,2967,223,144,1146,1,29,2
3043,73,6,67,9,3148,228,134,5493,1,29,2
3036,130,8,95,3,2647,236,133,547,1,30,2
2718,32,18,153,42,1290,198,114,1965,1,29,2
2972,323,9,240,33,5949,231,173,4013,1,24,2
2670,138,26,247,70,1148,221,83,2377,1,30,2
2840,0,11,67,9,3654,220,153,6483,1,29,2
2863,52,9,0,0,5486,221,130,845,1,23,2
2837,135,13,0,0,4184,234,121,1263,1,23,2
2936,149,12,319,-2,4765,239,131,2118,1,29,2
2976,315,18,67,17,2236,223,191,960,1,29,2
2871,141,14,90,-5,524,236,123,1772,1,29,2
2638,131,13,360,86,350,232,118,1207,1,12,2
3019,135,1,30,0,4276,238,153,1034,1,19,2
3119,90,7,95,6,6774,229,132,2396,1,29,2
2970,64,12,324,40,799,215,114,2264,1,29,2
2668,77,16,153,44,1358,208,95,335,1,29,2
2908,70,13,335,44,2960,213,108,2536,1,12,2
3078,227,22,382,54,5774,254,202,1847,1,30,2
2633,104,7,390,11,560,231,131,1465,1,12,2
2982,336,22,451,62,5031,205,175,1786,1,29,2
2978,291,14,420,62,5290,237,196,1935,1,29,2
2898,21,10,541,82,3737,219,141,3251,1,20,2
2719,160,6,201,24,2296,241,148,1728,1,12,2
3050,43,11,120,6,6513,216,127,3136,1,29,2
2788,141,14,150,6,2078,236,123,1209,1,12,2
3041,164,11,642,115,5783,243,144,3111,1,29,2
2506,159,14,30,5,1302,242,136,4514,1,18,2
2642,22,8,0,0,1215,224,145,6216,1,12,2
2740,63,8,30,-2,1290,223,128,2190,1,29,2
2751,122,9,190,16,1572,233,129,2490,1,12,2
3119,121,12,277,-49,1116,230,117,1006,1,29,2
3107,58,17,218,54,4457,201,98,2419,1,29,2
2852,1,11,67,0,3285,219,152,4832,1,29,2
3073,97,6,371,74,5347,231,135,3476,1,29,2
3131,53,7,190,-3,4060,225,135,1689,1,23,2
2860,79,16,201,28,3026,209,95,4334,1,12,2
2905,293,10,234,61,3314,238,187,2473,1,29,2
3037,13,4,324,17,4374,231,152,1231,1,29,2
3071,99,16,295,37,4415,217,97,2505,1,29,2
2929,90,8,30,3,3703,228,129,6319,1,29,2
3031,72,18,127,27,4355,202,88,2596,1,29,2
3036,62,7,95,10,4636,226,134,693,1,29,2
2937,99,20,108,29,3600,209,81,1277,1,29,2
3024,270,16,589,33,5836,244,205,4708,1,29,2
2993,342,6,150,-16,4021,231,162,1084,1,30,2
2767,131,10,153,43,2819,235,127,2479,1,12,2
2913,113,21,60,20,5537,213,79,4127,1,30,2
2916,259,4,324,16,5396,241,169,3980,1,23,2
2861,30,9,342,12,3004,220,138,2415,1,29,2
2709,18,8,360,15,953,223,145,1140,1,12,2
2994,74,15,309,82,960,210,101,782,1,29,2
2964,81,11,108,2,5592,221,117,2118,1,23,2
2939,341,16,524,33,5512,215,167,1992,1,29,2
2686,288,10,0,0,1167,239,188,2525,1,29,2
2624,127,5,0,0,1369,237,143,5242,1,29,2
3062,303,18,666,240,671,228,201,1207,1,30,2
2880,60,18,90,19,2989,200,95,2145,1,30,2
2769,155,9,190,36,543,241,142,2442,1,30,2
2738,15,13,402,-9,1542,213,141,1991,1,30,2
2710,59,27,180,70,1222,175,62,2147,1,12,2
3044,113,17,420,177,6097,221,96,4002,1,29,2
3010,127,16,361,98,5341,228,107,553,1,30,2
3029,99,6,0,0,1124,232,136,2498,1,29,2
2709,332,5,175,62,1114,234,163,1871,1,29,2
3035,160,7,124,14,3218,242,147,283,1,29,2
2767,72,15,547,50,708,210,102,2678,1,29,2
3199,210,16,511,116,2096,253,179,934,1,29,2
3188,76,16,633,83,947,209,97,1936,1,29,2
2985,128,8,242,20,5104,235,132,5959,1,12,2
3228,163,9,365,37,5837,243,146,3174,1,29,2
2827,147,8,319,26,2530,239,140,2664,1,30,2
2664,130,16,60,1,1956,229,107,5187,1,29,2
2802,332,8,426,56,1678,230,168,2589,1,29,2
2965,48,6,234,57,3594,227,140,1530,1,29,2
3014,51,13,384,54,4917,211,116,3719,1,29,2
2871,139,11,446,118,3392,237,130,2992,1,12,2
2827,354,14,247,31,1961,214,156,2804,1,12,2
2866,147,16,0,0,3097,237,123,2783,1,23,2
2857,6,4,430,99,2851,231,154,2927,1,12,2
2826,11,7,366,73,2648,225,150,2704,1,29,2
3116,252,12,134,12,5555,248,192,3093,1,22,2
2559,40,15,420,55,480,205,116,793,1,12,2
2977,284,13,150,28,3644,240,196,1851,1,29,2
2866,90,13,150,23,1920,219,107,2479,1,29,2
2806,322,11,108,15,2541,229,176,3757,1,12,2
2926,17,5,510,7,4419,229,151,4663,1,23,2
2909,41,4,350,54,3957,230,146,3433,1,12,2
2982,196,4,379,56,4979,243,160,6356,1,12,2
3050,36,2,458,30,4511,234,152,1296,1,29,2
2775,218,6,162,18,2340,246,168,1583,1,12,2
2664,66,18,242,-5,1142,200,90,1736,1,30,2
2961,309,25,342,149,4695,214,207,283,1,29,2
2570,120,10,424,69,481,232,124,966,1,12,2
2985,167,13,458,66,5571,244,144,3519,1,29,2
2932,229,13,319,26,5650,252,188,3469,1,23,2
3056,83,14,67,14,1448,214,102,2506,1,29,2
2585,44,22,60,22,964,188,93,6395,1,29,2
2508,87,10,335,1,1080,224,119,4106,1,18,2
2893,7,13,85,7,4810,214,146,1452,1,30,2
2772,276,13,67,14,1842,242,197,2793,1,29,2
3209,50,4,210,2,2084,231,145,2975,1,29,2
2906,24,15,127,16,4370,207,129,5989,1,20,2
2807,300,4,60,-6,2270,238,168,2452,1,23,2
3031,149,25,390,20,1207,229,100,872,1,29,2
3274,316,15,272,70,5131,226,187,1426,1,29,2
2959,109,19,108,13,4843,215,87,4250,1,29,2
2916,232,8,201,16,5361,248,178,5144,1,23,2
3184,97,4,60,-3,5457,234,143,2988,1,23,2
2764,131,5,234,18,2670,237,143,1872,1,12,2
2814,48,6,306,4,2155,227,140,2205,1,12,2
2823,156,19,234,95,3515,238,121,1533,1,30,2
2699,322,36,67,55,2591,179,197,6722,1,29,2
2903,96,23,212,96,218,199,65,1006,1,29,2
2755,117,2,0,0,1966,237,150,2845,1,20,2
2790,6,10,0,0,4448,222,150,5021,1,30,2
2769,118,6,150,10,2047,235,138,1008,1,12,2
3068,57,10,525,61,1528,219,125,2401,1,29,2
2671,82,8,404,71,1064,225,126,2568,1,12,2
2661,115,15,391,49,738,224,103,1406,1,30,2
2576,32,15,108,13,738,206,123,1939,1,30,2
2803,26,18,0,0,2496,198,120,1731,1,23,2
3164,13,11,648,56,5309,217,144,1022,1,29,2
2744,75,12,330,104,1215,217,113,2160,1,12,2
2927,279,11,190,46,3972,241,193,779,1,29,2
3076,217,19,384,52,5776,254,188,1846,1,30,2
3033,17,7,127,7,874,225,147,2040,1,29,2
2819,41,5,335,21,601,229,145,351,1,29,2
2972,357,16,180,30,4401,209,152,1900,1,24,2
3197,270,9,564,62,5975,244,187,2809,1,22,2
3031,96,11,108,15,1110,225,117,2635,1,29,2
2933,118,6,297,20,3632,235,138,4555,1,12,2
